	link	company	job_title	address	employment_type	seniority	min_experience	job_category	salary_low	salary_high	salary_time	role_description	job_requirements	skills
317	https://www.mycareersfuture.sg/job/operations-maintenance-engineer-nsl-oilchem-waste-management-84af7fafa34a408d34fd2ec76ff5f26f	NSL OILCHEM WASTE MANAGEMENT PTE. LTD.	Operations & Maintenance Engineer	26 TANJONG KLING ROAD 628051	Permanent, Full Time	Executive, Senior Executive	3 years exp	Engineering	$4,500	to$5,500	Monthly	"Managing a team of plant operators, including shift schedule planning, overtime management, and coordination of work between the different teams;
Managing plant logistics such as mechanical pumps, instrumentation and control system, instruments and spare parts;
Initiating data analytics and trouble-shooting of mechanical, electrical, instrumentation, control and automation units.
Planning and execution of maintenance programme of the plant. This includes preventive, corrective and predictive maintenance;
Preparation and enforcement of Standard Operating Procedures within the plant;
Preparation of reports for presentation to management on plant performance;
Analysis of plant data to improve plant efficiency and resolve plant operational issues;
Coordinating with business partners and departmental units for management of contract services;
Assist the Plant Manager in preparation of budget and monitoring of budget utilization in the current FY;
Management and compliance with statutory requirements and Workplace Health Safety;
Any other duties as assigned."	"Possess a recognised Engineering Degree in Mechanical, Electrical, or Instrumentation and Control discipline or equivalent.
WSQ Supervise Workplace Safety and Health in Process Plant.
At least 3-years’ experience in the operations and maintenance of utility plants, preferably in wastewater treatment.
Conversant with SCADA-related and Microsoft Office-related programmes.
Good communication and interpersonal skills."	['Apache', 'Cloud Computing', 'Completions', 'Data Center', 'Drilling', 'Energy', 'Engineering', 'Gas', 'Integration', 'Linux', 'Management', 'MySQL', 'Oil/Gas', 'Onshore', 'Petroleum', 'Project Management', 'Security', 'Telecommunications', 'Testing', 'Unix']
318	https://www.mycareersfuture.sg/job/hr-admin-executive-sodainmind-9f610c34af84397da83f9e8f71fc9cc2	SODAINMIND PTE. LTD.	HR and Admin Executive	GOLDEN MILE TOWER, 6001 BEACH ROAD 199589	Full Time	Executive, Junior Executive	1 year exp	Admin / Secretarial, Human Resources	$2,500	to$3,000	Monthly	"The Human Resource Executive (Performance and Rewards) supports execution of performance management programmes, and compensation and benefits plans. He/She compares the organisation's compensation and benefits programmes with other organisations. He/She oversees the preparation of the payroll reports and works with benefits partners for claim disbursements.

He/She ensures the accuracy of performance and compensation records in the systems, as well as ensuring regulations are followed. He/She performs data analytics and shares insights reports with senior members of the team.

He/She works well in a team environment, and is able to communicate well with various stakeholders. He/She possesses an analytical mind and displays keen insight into data, using them to address issues and find solutions to work challenges."	"~ Analyse employee demographics and associated risk exposure
~ Analyse employee feedback on benefits schemes
~ Analyse historical and current HR data to recognise trends and patterns in performance and rewards
~ Analyse utilisation rate of employee benefits and programmes
~ Benchmark organisation's compensation and benefits programmes against industry practices in relation to sector wage information of the Skills Framework
~ Check that regulatory and ethical guidelines are followed when handling employee data
~ Conduct diagnostic analytics on HR data to identify causes of behaviours and performance
~ Conduct job analysis and evaluations to propose employees' job size
~ Develop employee communications to inform employees about performance reviews and timelines
~ Develop frequently asked questions and responses on benefits
~ Develop frequently asked questions and responses on compensation matters
~ Develop standard reporting templates for performance and rewards management
~ Document action plans and assessment results for poor performers
~ Formulate communications to share organisation's compensation and benefits policies with employees
~ Gather feedback from employees to evaluate effectiveness of performance management programmes
~ Identify data required for analysis of business and/or human resource issues
~ Implement data checks and cleansing techniques to address data availability and quality challenges
~ Implement employee compensation reimbursement plans
~ Liaise with organisation's vendors and partners on benefits and claims processing
~ Organise performance, rewards and other employee data in HR system
~ Prepare contract terms with external vendors for benefits offered
~ Prepare technical and business reports with the analytical findings
~ Review annual salaries report and income tax declaration forms
~ Review benefits claims against entitlements to ensure accurate disbursements
~ Review employer contributions reports
~ Review generated payroll reports
~ Suggest peer companies and competitors of the organization
~ Verify that submitted claims are covered under organisation's benefit schemes"	['Benefits Negotiation', 'Employee Engagement', 'Employee Relations', 'HR Consulting', 'HR Policies', 'HRIS', 'Human Resources', 'Interviews', 'Management', 'Performance Appraisal', 'Performance Management', 'Personnel Management', 'Recruiting', 'Recruitments', 'Screening', 'Sourcing', 'Talent Acquisition', 'Talent Management', 'Technical Recruiting', 'Training']
319	https://www.mycareersfuture.sg/job/assistant-manager-actuarial-ntuc-income-insurance-co-operative-18da153e585373679394e3d7820ac5cd	NTUC INCOME INSURANCE CO-OPERATIVE LTD	Assistant Manager, Actuarial (IFRS17)	NTUC INCOME CENTRE, 75 BRAS BASAH ROAD 189557	Permanent	Senior Executive	5 years exp	Insurance	$5,000	to$9,000	Monthly	"Income’s Actuarial team aims to create exponential value and cultivates a dynamic learning culture.  We are a strong partner in enterprise-wide digitization and data initiatives. 
The role sits in the core IFRS17 team to drive enterprise-wide IFRS17 project including derivation of key actuarial and accounting methodologies, hands-on solution design and ensure successful implementation of the project.  This will include a lot of creative & critical thinking to adopt IFRS17 standards, new data analytics technique & technology in a highly collaborative team environment.  This role will provide opportunities to further sharpening of actuarial techniques and first hand exposures to chief actuary.
The individual is expected to be able to work independently, and is a self-starter.  He/ She is adaptable and open to a dynamic working environment and willing to explore new ways of working.
 "	"Degree in Actuarial Science with at least 4 to 7 years of work experience in actuarial financial reporting
Good progress in actuarial qualifications with either US, UK, or Australia Actuarial Institute
Familiar with Microsoft Office, Excel and Powerpoint
Technical, sensitive to details and ability to apply critical thinking
Able to communicate in simple and concise way
Experience in Prophet will be an advantage"	['Actuarial Science', 'Actuaries', 'ALM', 'Data Analysis', 'Financial Analysis', 'Financial Modeling', 'Financial Risk', 'Insurance', 'Microsoft Excel', 'Pensions', 'Portfolio Management', 'Pricing', 'R', 'Reinsurance', 'Risk Management', 'SAS', 'Statistical Modeling', 'Statistics', 'Valuation', 'VBA']
320	https://www.mycareersfuture.sg/job/project-manager-applications-system-eps-computer-systems-05932f1401e144159f2c2cd35bf4aad9	EPS COMPUTER SYSTEMS PTE LTD	Project Manager Applications System	SPORE BUSINESS FEDERATION CTR, 160 ROBINSON ROAD 068914	Permanent, Contract	Manager	10 years exp	Information Technology	$3,000	to$7,500	Monthly	"Nature of Job
Project Implementations on Application System, Post-Implementation Management, Operational Administration and Support Services.
Job Description
The scope of work for the senior Project Manager shall include but not limited to the following:
Focus mainly on managing the Supplier(s) in large-scale project implementation(s) which may include customised application and external system interface development, integration of commercial off-the-shelf software for business intelligence, data analytics, system and data migration, as well as providing the post-implementation management, operational administration and support services.
Oversees the Project Managers (PMs) to ensure that all projects under his/her charge are implemented according to the respective approved budget, schedule and scope.
Plans, manages and monitors utilisation of budget allocated to his/her projects. Ensure that the utilization of each approved fund is within 100%+/-1%.
Provides assistance to the users in SOR writing and budgeting; analyzes and understands operational requirements / processes to effectively translate into viable and cost-effective technical solutions.
Oversees and guide the PMs in transforming the Specific Operational Requirements (SOR) into detailed functional requirements or technical operational requirements in procurement specifications.
Sources, assesses and recommends appropriate technical solutions from vendors or suitable technical solutions already adopted under the extended Technical Teams (e.g. Enterprise Architectural, Infrastructure and Security Teams) or other Project Management Teams to address the functional requirements/technical operational requirements.
Performs evaluation (focusing on technical and project management aspects) on system proposals submitted by vendors participating in the Tender/Quotation processes called through the government tendering or quotation procurement procedures. Ensure all procurements are conducted in accordance to Government Instruction Manual.
To vet through all project papers, critical technical documentation, monthly reports and presentation materials prepared by the PMs, the project vendors and the operations project team (as needed) before their submissions/presentations to the higher management teams.
Manages and leads multiple stakeholders to propose solutions or interim solutions to address delay in schedules or solution failures.
Oversees and guide the PMs in solving major cross-system functionality and compatibility problems when the project needs to integrate with other info-communications projects that may be on-going or commissioned.
Ensures that all project deliverables meet the Service Level Agreement (SLA) stipulated in the contract and adheres to the quality standards, including but not limited to ISO9000 Review Processes.
Provides risk mitigation actions and communicates such risks promptly to affected stakeholders. Ensure that the identified action parties promptly follow-up on the risk mitigation actions and that the PM tracks and maintains the risk register regularly.
To interact and influence users on technology issues and demonstrate value as technology advisor. Able to build trusted partnership with key users and guide them in implementing technology solutions that align with their operational objectives.
In the event that conflicting issues or conflict of interest developed between user representatives and he/she must quickly surface this to the Directorate level to resolve this in higher management forums.
Look beyond the existing users’ department that he/she is assigned, but also other users’ departments to ensure the ICT system is inter-operational with other departments.
To ensure that the team members have the required tools and expertise to carry out their job scope and ensure the team members’ potential are maximised to support ICT projects.
Ensure that all ICT security policies and Standard Operation Procedures (SOP) are adhered to by the staff and systems under his charge.
Ensures all projects’ fixed assets are properly procured, maintained and disposed of.
Ensures smooth handing and taking over of knowledge during project handover.
In dealing with user representatives or suppliers, both internal and external, to exercise good public relations skills and be able to effectively steer a project to its successful implementation.
Conscientiously maintain professional conduct and decorum in front of user representatives and suppliers, so that the clean image of our organisation would be untainted. Ensure that dealings with external vendors are done professionally, without exhibiting personal biases on persons who come into contact.
Possess good leadership skills to manage the supervising officers.
Actively seek to promote teamwork and team spirit, and must possess desirable traits of cooperativeness, helpfulness, and firmness when dealing with others.
Cope well within a reasonably high level of stress. Demonstrate resiliency, drive and level- headedness.
Prepared to undertake any other responsibilities or tasks as and when directed"	"Job Requirements
Must have some in-depth knowledge on Information Technology and IT Security.
Knowledge in data analytics and/or technologies handling extraction, transformation and loading of big data is highly desired.
At least 10 years of working knowledge and experience in IT and project management.
Preferably has working experience as senior Project Manager or Program Manager in at least two project development life cycles.
Preferably a Certified IT Project Manager (CITPM) or equivalent.
Preferably with experience in maintaining large scale ICT projects.
Preferably has knowledge in Government procurement practices.
Singapore Citizen
Proficient in English
Good analytical, interpersonal and communications skills.
Pro-active, dedicated, committed and responsible self-starter.
Preferably obtained prior personnel security clearance for Government projects.
Degree in Computer Studies, Information Technology, Electronics Engineering or Equivalent
HOW TO APPLY:
Interested applicants, please submit your updated resume in MS Word format + Recent Photo to camille@eps.com.sg
Please state your availability, current & expected salaries for processing purpose.
All applications will be treated in the strictest confidence.
We regret that only shortlisted candidates will be notified.
Camille Wee (EA Reg no: R1654076)
 "	['Business Analysis', 'Business Intelligence', 'Business Process Improvement', 'Change Management', 'Integration', 'IT Management', 'IT Strategy', 'ITIL', 'Management', 'MS Project', 'PMP', 'Process Improvement', 'Program Management', 'Project Management', 'Project Planning', 'Requirements Analysis', 'SDLC', 'Software Development', 'Software Project Management', 'Vendor Management']
321	https://www.mycareersfuture.sg/job/global-technology-infrastructure-strategy-business-services-associate-jpmorgan-chase-bank-na-d9c5d1aaf10b6040e6262a8526e5c12f	JPMORGAN CHASE BANK, N.A.	Global Technology Infrastructure, Strategy & Business Services, Associate		Permanent, Full Time	Executive	3 years exp	Information Technology	$7,000	to$14,000	Monthly	"JPMorgan Chase & Co. (NYSE: JPM) is a leading global financial services firm with assets of > $2 trillion and operations in more than 60 countries. The firm is a leader in investment banking, financial services for consumers, small business and commercial banking, financial transaction processing, asset management, and private equity.
The Infrastructure Support Associate is a member of the Strategy and Business Services team that supports the Chief Information Officer (CIO) of J.P.Morgan’s Global Technology Infrastructure (GTI). GTI is part of J.P.Morgan’s Global Technology group and is made of technology professionals who are responsible for delivering and maintaining an industry-leading technology infrastructure.
The Infrastructure Support Associate role sits within the team that is responsible for providing general planning and execution support to GTI APAC Leadership Team.
The role will typically require partnering with various strategy and business services leads regionally and globally, country leads and regional product groups to ensure streamlined activities within the GTI organization, with a focus on process improvement, performing analysis to support decision making, developing processes and tools to support consistent management practices, supporting selected change management and governance programs, etc. Work scope includes four main workstreams: Key Initiatives, Governance, Vendor Management and Data Analytics.
The ideal candidate will be a highly motivated individual with strong communication and analytical skills, experience interacting with and presenting to senior management, the ability to develop relationships with all levels across all lines of business and corporate functions, and a desire to learn the Technology operating model.
Responsibilities may include:
• Collaborate with key stakeholders to develop and implement initiatives to drive growth/efficiency
• Prepare management materials and collateral to support business decisions
• Coordinate the creation of special and executive presentations (e.g. town halls, senior officers meetings, offsites, regulatory communications, CEO interactions, etc.)
• Execute various analysis, understand and report key business metrics, synthesize information into actionable insights to help solve complex problems and influence business and communication strategies
• Support the implementation of a forward-looking, efficient, decision-oriented governance structure and operating model
• Document clear standards and guidelines to ensure successful and consistent execution of global GTI initiatives
• Identify, document and communicate key project risks and process gaps to appropriate stakeholders
• Complete ad hoc projects as needed
• Support a GTI wide roll out of OKRs through collection and synthesis of input, coaching product and functional teams."	"Qualifications
• 8+ years of experience in a large fast paced environment leveraging strong communications and analytical skills coupled with good business acumen
• Excellent verbal and written communication skills with the ability to interface with senior management
• Demonstrated ability to establish and build relationships and establish strong partnerships
• Organized, detail-oriented and proactive “self-starter”
• Strong critical thinking and problem solving skills
• Ability to deep-dive and investigate issues to see a successful resolution
• Strong interpersonal skills and a positive attitude
• Experience in cross-functional teams and ability to influence people at a variety of levels
• Experience with business process improvement/reengineering
• Advanced PowerPoint and Excel a must
• Bachelor's degree required
We strongly encourage all applicants to apply via our careers website where you are able join our Talent Network to receive customized vacancy notifications and ensure that your details are accessible by our global recruiting team - www.jpmorganchase.com/careers.
A quick link to this particular job posting can be found in this URL: http://jobs.jpmorganchase.com/ListJobs/ByKeyword/190043429/
Please note that only short-listed candidates will be notified. We thank you for your interest and wish you all the best in your career.
Yours Sincerely,
Human Resources
JPMorgan"	['Business Development', 'Business Strategy', 'Customer Service', 'Due Diligence', 'Financial Analysis', 'Financial Modeling', 'Leadership', 'Management', 'Marketing', 'Mergers & Acquisitions', 'Microsoft Excel', 'Microsoft Office', 'Private Equity', 'Project Management', 'Public Speaking', 'Research', 'Social Media', 'Strategic Planning', 'Strategy', 'Valuation']
322	https://www.mycareersfuture.sg/job/director-product-management-tookitaki-holding-469abfbe9206ce469f23a69af42019b9	TOOKITAKI HOLDING PTE. LTD.	Director, Product Management	HIGH STREET CENTRE, 1 NORTH BRIDGE ROAD 179094	Permanent	Senior Management	7 years exp	Information Technology	$12,000	to$18,000	Monthly	"About Tookitaki
Tookitaki is providing machine learning-powered enterprise solutions to address regulatory compliance problems in the financial services sector. Incorporated in November 2014 in Singapore, the company is led by a core team with cumulative 30-years’ experience in finance, AI and big data analytics. Backed by institutional investors such as Jungle Ventures and Spring Seeds (a subsidiary of the Singapore Government), the company’s accolades include:
We are among the selected 21 companies which got accreditation from the government of Singapore for their stringent technology, finance and operations due diligence (www.imda.gov.sg/industry-development/programmes-and-grants/startups/accreditation-at-sgd)
We won the first place in the MAS FinTech Awards (Singapore SME) in the regulatory compliance space from the Monetary Authority of Singapore for our approach to make the workflows in AML and Reconciliation scalable and highly auditable (beyond ML based black box approach) (www.mas.gov.sg/News-and-Publications/Media-Releases/2016/Ten-FinTech-companies-recognised-for-innovative-solutions-at-inaugural-FinTech-Awards.aspx)
We are voted as one of the top 21 AI start-ups focusing on the financial services space by medici (www.letstalkpayments.com/medici-top-21-ai-companies/)
We graduated from Nomura's corporate innovation program in November 2017 where we successfully delivered our product – Reconciliation Management Suite – in a pilot environment (https://inc42.com/buzz/nomura-voyager-fintech-accelerator-voyager-demo-day/)
  In regulatory compliance, we focus on anti-money laundering and reconciliation and our products – Alerts Management Suite (AMS) and Reconciliation Management Suite (RMS) – cater to these areas, respectively. The mission or goal is to achieve 40% operational efficiency with significant savings in infrastructure and operational costs.
Tookitaki's unique selling proposition (USP) is in our approach where we combine our proprietary modelling technique with our complete auditable framework to make the process dynamic and highly explainable (moving out of the black box approach). Moreover, our flexible on-premise and cloud-packaging capabilities, along with the option of easy integration to exiting core-banking applications (REST API end points), make the solution deployment faster with lesser barrier to entry.
Today, regulatory compliance processes have become more complex and fluidic, increasing the chances for rule-based models to fail. Banks need to move beyond static rule-based systems and adopt a new approach to prevent financial and reputation loss. Tookitaki bridges the gap with its innovative software products – AMS, RMS and PMS."	"Our Ideal Candidate
Defining, communicating and owning the product plan from conception to launch
Analyzing the results of a launch and creating plans to iterate and build new features
Ruthlessly prioritizing features based on business impact and available resources
Proactively filling communication gaps among all team members – Good communication solves half the problem
Nurturing and inspiring top-performing team members even without direct authority
Contributing to technical conversations around engineering solutions in pace with deadlines
Driving product research priorities for strategically important projects
REQUIREMENTS:
  Bachelor’s degree (preferably in either computer science or a quantitative domain (math/stats) and MBA
4+ years of relevant Product Management experience, handling B2C or B2B solutions
7+ years of overall experience (Software engineering experience prior to product management is preferred)
Must have ample experience in the ML/ Data Science space
Experience in communicating technical concepts to a non-technical audience
Technical expertise and the ability to understand, question and challenge software implementation decisions and priorities
Passionate to learn more about the industry and ability to adapt to a dynamic research and development environment
A bold, optimistic and result-oriented personality: We are coming to work every day challenging the status quo, and we’re looking for people who are comfortable asking bold, quirky questions, along with the mental resilience to know we’re just at the start of a long journey
Track record of successfully launching software products from 0 to 1 on a large scale
Comfortable rolling up the sleeves and working across functions
Comfortable working in a rapidly changing environment where ambiguity and short turnaround schedules are the norm
Experience with products in ML/Big Data/Fintech
    Desired Non-technical Requirements
  Very strong communication skills both written and verbal
Strong desire to work with start-ups
Must be a team player
Job Perks
Attractive variable compensation package
Flexible working hours - everything is results-oriented
Opportunity to work with an award-winning organization in the hottest space in tech - artificial intelligence and advanced machine learning"	['Business Development', 'Business Strategy', 'Change Management', 'Entrepreneurship', 'Leadership', 'Management', 'Marketing', 'Marketing Strategy', 'New Business Development', 'Program Management', 'Project Management', 'Public Speaking', 'Research', 'Sales', 'Social Media', 'Start-ups', 'Strategic Planning', 'Strategy', 'Team Building', 'Training']
323	https://www.mycareersfuture.sg/job/senior-manager-ecommerce-singapore-adidas-singapore-bddbb7324d7fedf20c29e22373f761e9	ADIDAS SINGAPORE PTE LTD	Senior Manager Ecommerce Singapore		Permanent	Middle Management, Manager	7 years exp	Sales / Retail				"Purpose/ Mission:
Drive the revenue growth of adidas eCommerce in Singapore, along with:
Living the vision set by Global eCom team: “to become the premium destination through an innovative shopping experience”
Implementing and adopting Omnichannel & Consumer centric approach in doing things
Bridging the relationship effectively ensuing the country direction & SEA eCom strategies
The role is that of a country specific eCom generalist working very closely with SEA eCom team.
Accountabilities:
Actively drive Singapore eCom targets (OTB, net sales, margins, online KPI like subscription) following SEA eCom strategies while leveraging on SG market intelligence
Coordinating Singapore go-to-market plans & buy with SEA eCom team by:
managing MFP (Merchandise Financial Planning) according to pre-defined target and aligning overall buy dynamics in consultation with SEA eCom, Country Retail Merchandising and Category Marketing[YJ1] 
implementing range roll out & relevant marketing activation for product launches within agreed dates
ensuring eCom pricing, distribution & mark-downs are in compliance with market specific guidelines
coordinating acquisition of relevant product contents locally
supporting additional buy on injection packs, special launches, etc[YJ2] .
Providing strategic commercial inputs to SEA eCom team, country category & channel teams on product/concept/campaign performances on eShops
Being point of coordination for SEA eCom, brand coms, country commercial teams & 3rd party agencies or offline partners in executing eCom related projects
Responsible for checking, tracking & triggering new product launches on SG eCom
Driving online & offline marketing initiatives at the country level to gain positive impact on eShops
Providing the support to localize the site content/campaign where needed
Piloting the eCom projects with the goal to optimize the result throughout SEA eCom sites   
Reporting and data analytics on agreed KPIs within agreed timelines
Driving periodical update meetings with SEA eCom (monthly), brand coms & country teams (monthly)
Managing regular operational topics like replenishments, warehouse & customer service coordination, product returns, stock issues, etc.
Being eCom representative in country management team
 "	"Pre-requisite Knowledge / Skills
Master or Degree in Marketing or Business Administration or related field
Minimum 5 years’ experience in Marketing or Sales experience in Sporting Goods or Consumer Goods Industry
Good understanding of global branding principles and adherence, significant knowledge of full Marketing mix with major brand
Experience in leading and managing a diverse team
Good project management, Marketing budget planning and management
Good planning, strategic thinking, analytical and good planning & forecasting skill
PC literature, excellent oral and written communication skills in English and local languages
Core Competencies
Manage Business, Processes and Projects
Manage and Develop People
Provide Framework for Performance
Result Orientation
Influence Others
Other Job-Related Competencies
Business acumen
Interpersonal skills
People Management
Independent
Results-oriented
Communication skills"	['Business Development', 'Digital Marketing', 'Digital Strategy', 'E-commerce', 'Email Marketing', 'Google Adwords', 'Google Analytics', 'Management', 'Marketing', 'Marketing Communications', 'Marketing Strategy', 'Online Advertising', 'Online Marketing', 'Sales', 'SEM', 'SEO', 'Social Media', 'Social Media Marketing', 'Strategy', 'Web Analytics']
324	https://www.mycareersfuture.sg/job/software-architect-ascenz-solutions-0d219c98b4872916d2b9e6e16dde1b67	ASCENZ SOLUTIONS PTE. LTD.	Software Architect	VERTEX, 33 UBI AVENUE 3 408868	Permanent, Full Time	Professional, Executive, Senior Executive	5 years exp	Information Technology, Others	$4,000	to$6,000	Monthly	"Design, develop and execute software solutions to address business needs
Provide architectural blueprints and technical leadership to our Product Development team & Project Teams
Evaluate and recommend tools, technologies and processes to ensure the highest quality in our product suite and projects
Collaborate with other departments such as sales, commercial & quality assurance to produce cutting-edge software solutions meeting customer needs
Interpret & document business requirements to articulate the business needs to be addressed
Provide clear system / sub-system / modules' design specifications for local and offshore developers for efficient implementation
Conduct regular coaching sessions to train local / offshore developers in good coding and software development practices to reduce production issues & re-work
Help developers to troubleshoot code level problems quickly and efficiently
Required Skills:
Master’s degree in Computer Science or Computer Engineering
8+ years’ experience designing and building secure software applications
Proficiency with MVC.net, UML
Experience working on complex software projects
Knowledge of C/C++/object oriented programs, Java, Javascript, SQL, NoSQL, Web Services, Tableau, web application development, secure software development and open source technologies
Knowledge of Cloud technologies - GCP, AWS
Familiar with Agile, Scrum, DevOps, Continuous Integration and Software Testing Methodologies / Tools
Famliiar with common software vulnerabilities, software risk management
Familiar with static / dynamic code analysis tools
Familiar with Atlassian Software tools such as JIRA, Confluence, Bitbucket
Knowledge of python, R, data analytics methods, machine learning / deep learning techniques is a plus
Experience in the maritime industry is a plus
Excellent Team Player with good communication / presentation skills"	Location : UBI, 5 working days.	['.NET', 'Agile Methodologies', 'Architecture', 'C#', 'C++', 'Distributed Systems', 'Java', 'JavaScript', 'Linux', 'MySQL', 'Scrum', 'SOA', 'Software Design', 'Software Development', 'Software Engineering', 'SQL', 'UML', 'Web Applications', 'Web Services', 'XML']
325	https://www.mycareersfuture.sg/job/senior-manager-manager-planning-programmes-development-workforce-singapore-agency-815378aec02809cca0c5ed0a1c50f025	WORKFORCE SINGAPORE AGENCY	Senior Manager / Manager, Planning and Programmes Development (Data Analytics Division)	ONE MARINA BOULEVARD, 1 MARINA BOULEVARD 018989	Full Time	Manager		Public / Civil Service				"Responsibilities
Undertake reviews of strategic employment facilitation policies/programmes (including development of strategy implementation plan), draft review papers and deliver presentations on related matters
Gather and collate inputs from internal and external stakeholders from Ministries and Economic Agencies for drafting high-level policy and implementation plan
Handle enquiries from and provide inputs to MOM and other Ministries/Agencies on policy issues, including Parliamentary and Committee of Supply (COS) related matters 
Prepare papers to Minister(Ministry of Manpower), PS(Ministry of Manpower) and/or Workforce Singapore Board where necessary
Serve as Secretariat for high-level Ministerial, Tripartite committees 
Identify strategic inputs/ parameters for corporate plan development specific to the Group’s area of work
Organise the Group’s annual work plan sessions  
Coordinate the dissemination of the Group’s work plans and collate data to regularly monitor programme performance against the KPIs
Identify and coordinate annual research priorities for the Group
Draft Minister’s and Guest of Honour’s speeches when necessary
Requirements
Knowledge & Skills
Tertiary qualifications
Possesses strong analytical skills and conceptual abilities with the ability to translate broad concepts into discrete policies and key issues of relevance
Abilities/Aptitudes
Excellent written and verbal communication skills
Able to work independently, yet collaboratively with internal and external stakeholders
Be resilient, which includes openness to change
Be committed to the ethos of the Public Service
 "		['Business Analysis', 'Business Development', 'Business Strategy', 'Change Management', 'CRM', 'Cross-functional Team Leadership', 'Leadership', 'Management', 'Management Consulting', 'Marketing', 'Marketing Strategy', 'Process Improvement', 'Product Management', 'Program Management', 'Project Management', 'Risk Management', 'Start-ups', 'Strategic Planning', 'Strategy', 'Vendor Management']
326	https://www.mycareersfuture.sg/job/data-engineer-teralytics-61fdbc7123681f6982b5ad8f2f7d38db	TERALYTICS PTE. LTD.	Data Engineer		Permanent, Full Time	Fresh/entry level, Professional, Non-executive	2 years exp	Information Technology	$6,000	to$12,000	Monthly	"We are looking for a smart and passionate Data Engineer to join our delivery team in Singapore.
You will be part of a team of data scientists working on data products for the public and private sector. Teralytics maintains complex data pipelines processing Terabytes of data using advanced machine learning algorithms. You will be responsible for critical components and tasks such as ingestion, monitoring, quality and retrieval of data. You will also be involved in initiatives that impact the whole engineering team, such as CI/CD pipelines and automation.
Your responsibilities will include:
Daily operational maintenance of our data analytics platform, such as data quality control, improvements and troubleshooting
Occasional direct customer contact in cases of operational issues on the data input as well as output
Development, testing, deployment and running of our data analytics platform that currently processes more than 100 billion events every day
Maintaining Scala, Python, Flink and Spark pipelines and APIs, operating on Terabytes of location-centric data
Working on both bare-metal and cloud-based solutions with state-of-the-art technologies, tools and methodologies
Working together with a multi-disciplinary team of Software Engineers and Data Scientists to create scalable enterprise-grade solutions
 "	"You are a passionate software engineer and are driven by creating value for customers.
Must-have qualifications:
Degree in Software Engineering, Computer Science or a related field
Experience in maintaining large-scale data-oriented systems or applications
Professional experience in JVM-based languages
Professional experience with modern software engineering practices (code reviews, Git, agile planning, change management, etc.)
Hands-on mentality, positive attitude and excellent communication skills in English
Preferred skills:
Software development experience with Scala and/or Python
Experience with streaming technologies such as Apache Spark Streaming, Apache Flink and Kafka
Experience developing, deploying, and managing distributed applications on cloud platforms
Demonstrated experience in cross-team collaboration such as with Data Scientists and Site Reliability Engineers
Experience with container technologies (Docker, Kubernetes)
Experience working with distributed technologies and frameworks
Proficient with Linux/Unix environments and bash scripting"	['Agile Methodologies', 'Algorithms', 'Artificial Intelligence', 'C', 'C++', 'Cloud Computing', 'Computer Science', 'Distributed Systems', 'High Performance Computing', 'Java', 'Linux', 'Machine Learning', 'MPI', 'Parallel Computing', 'Parallel Programming', 'Programming', 'Python', 'Scientific Computing', 'Software Development', 'Software Engineering']
